,logFC,logCPM,LR,PValue,FDR,gene_name,gene_type
ENSG00000170848,3.870022093,-4.267209636,2.150951925,0.142481526,0.34329631,PSG6,protein_coding
ENSG00000170852,-0.315185679,6.230302375,0.643217213,0.422548193,0.630684556,KBTBD2,protein_coding
ENSG00000170854,0.959489527,4.255037038,2.924917744,0.08722167,0.262415882,RIOX2,protein_coding
ENSG00000170855,1.038249933,5.432448278,5.240228016,0.022070381,0.11461169,TRIAP1,protein_coding
ENSG00000170858,4.33231981,-2.71972424,3.335822053,0.067786526,0.227134345,LILRP2,transcribed_processed_pseudogene
ENSG00000170860,0.370645371,5.79022395,0.450073656,0.502299978,0.694314439,LSM3,protein_coding
ENSG00000170871,-1.227927533,5.016646381,8.709769535,0.003165092,0.028951838,KIAA0232,protein_coding
ENSG00000170873,2.047073134,5.67065265,4.183294437,0.040824271,0.167820986,MTSS1,protein_coding
ENSG00000170876,-1.357463188,6.675389946,10.31331059,0.001320741,0.014998804,TMEM43,protein_coding
ENSG00000170881,-0.527010354,4.952216638,1.682382377,0.194608191,0.403749963,RNF139,protein_coding
ENSG00000170889,-0.825073051,8.589309511,3.066456629,0.079923502,0.249303932,RPS9,protein_coding
ENSG00000170890,2.018313663,-3.478682777,0.957524698,0.327811317,0.543716503,PLA2G1B,protein_coding
ENSG00000170891,-3.749970213,1.989201379,17.26734471,3.24719706182475e-05,0.000687275,CYTL1,protein_coding
ENSG00000170892,0.447432489,5.255328689,0.863274588,0.352823941,0.568974187,TSEN34,protein_coding
ENSG00000170893,-7.738738116,-1.406081741,30.46672862,3.39641831528678e-08,1.64488271574826e-06,TRH,protein_coding
ENSG00000170899,-0.103496806,5.047010231,0.011636161,0.914097991,0.959395772,GSTA4,protein_coding
ENSG00000170903,-0.634234771,3.39410082,1.322626137,0.250121285,0.463875278,MSANTD4,protein_coding
ENSG00000170906,0.505111123,4.727202012,0.594783761,0.440575207,0.645439795,NDUFA3,protein_coding
ENSG00000170909,1.369799515,2.1765478,3.173328933,0.074849741,0.240729355,OSCAR,protein_coding
ENSG00000170915,-0.149969214,3.955384562,0.052167977,0.819332879,0.905331324,PAQR8,protein_coding
ENSG00000170917,0.687341417,2.994528692,1.218201979,0.269713803,0.484502726,NUDT6,protein_coding
ENSG00000170919,-1.414693369,3.114148958,9.445082076,0.00211716,0.021481039,TPT1-AS1,lncRNA
ENSG00000170921,1.183101092,5.044927083,2.787173421,0.095021701,0.274933418,TANC2,protein_coding
ENSG00000170927,-0.638676346,-2.992447109,0.155058085,0.693747787,0.827123583,PKHD1,protein_coding
ENSG00000170929,0.350692087,-4.812366955,0.05265541,0.818505448,0.904961281,OR1M1,protein_coding
ENSG00000170935,1.549070755,-4.449790648,0.514828381,0.473056124,0.671647967,NCBP2L,protein_coding
ENSG00000170946,0.183098989,5.766668449,0.16756994,0.682280571,0.819900871,DNAJC24,protein_coding
ENSG00000170949,-0.833181775,4.296129173,1.936674747,0.16403004,0.369013594,ZNF160,protein_coding
ENSG00000170954,-2.742118595,1.41134377,13.97481006,0.000185276,0.003027526,ZNF415,protein_coding
ENSG00000170955,-1.946107402,1.339873034,8.185570976,0.004222489,0.035713474,CAVIN3,protein_coding
ENSG00000170956,1.754695847,-1.48162911,1.84149457,0.174775876,0.381359621,CEACAM3,protein_coding
ENSG00000170959,-0.016818729,-1.704270985,9.77847843799395e-05,0.992110152,0.997298843,DCDC1,protein_coding
ENSG00000170961,1.357482395,3.939348143,0.981123542,0.321921579,0.538221938,HAS2,protein_coding
ENSG00000170962,-2.222065601,2.939583918,8.073102378,0.004492713,0.037432784,PDGFD,protein_coding
ENSG00000170965,7.502494764,0.968720655,12.81488552,0.000343872,0.005104123,PLAC1,protein_coding
ENSG00000170989,-3.307062498,3.888751304,43.87970182,3.49191562962903e-11,3.37694595465351e-09,S1PR1,protein_coding
ENSG00000171004,1.567686589,4.929061582,2.341391414,0.125976985,0.320603295,HS6ST2,protein_coding
ENSG00000171016,-2.048892693,2.664031184,5.458186512,0.019476851,0.105267415,PYGO1,protein_coding
ENSG00000171017,6.131132687,-1.122160218,18.20171042,1.98700308899454e-05,0.000455338,LRRC8E,protein_coding
ENSG00000171033,0.542869817,5.748870297,0.312937185,0.575883379,0.749531207,PKIA,protein_coding
ENSG00000171044,0.850645764,0.526024528,0.81485524,0.36668868,0.581427016,XKR6,protein_coding
ENSG00000171045,-0.343152118,2.504676689,0.406050356,0.523981027,0.709929885,TSNARE1,protein_coding
ENSG00000171049,0.960112993,-0.64654113,0.711028509,0.399102583,0.609929023,FPR2,protein_coding
ENSG00000171051,-0.616996823,2.239044741,0.569865701,0.450312288,0.652275154,FPR1,protein_coding
ENSG00000171055,-1.217795462,5.023942061,12.48346696,0.00041057,0.005917263,FEZ2,protein_coding
ENSG00000171056,0.368713781,3.953681746,0.12855972,0.71993007,0.844211247,SOX7,protein_coding
ENSG00000171060,3.392595367,-2.83836265,1.737181756,0.187496313,0.395858446,C8orf74,protein_coding
ENSG00000171067,-0.479017698,4.937795687,1.07938734,0.298834653,0.515119702,C11orf24,protein_coding
ENSG00000171084,0.865147944,1.226451425,1.597119478,0.206311901,0.416456179,FAM86JP,transcribed_unprocessed_pseudogene
ENSG00000171094,2.408647125,-0.182104962,1.941879186,0.16346464,0.368282673,ALK,protein_coding
ENSG00000171097,1.611465094,-2.786831528,3.504782717,0.061191872,0.214698647,KYAT1,protein_coding
ENSG00000171100,0.575193843,3.557516095,1.405567376,0.23579363,0.44800207,MTM1,protein_coding
ENSG00000171101,-1.582277212,-1.250903442,3.941856187,0.047098781,0.183834094,SIGLEC17P,transcribed_unprocessed_pseudogene
ENSG00000171102,3.992688977,-4.20790092,1.323918323,0.249890043,0.46355824,OBP2B,protein_coding
ENSG00000171103,0.544882993,2.91485644,1.013779226,0.313999153,0.530922363,TRMT61B,protein_coding
ENSG00000171105,-1.734071847,5.453334095,15.55426565,8.01705565267667e-05,0.001487024,INSR,protein_coding
ENSG00000171109,1.297250212,5.836357371,5.809634509,0.015938606,0.092066109,MFN1,protein_coding
ENSG00000171115,-2.859594844,3.703900537,27.45315027,1.60946486283725e-07,6.5644393802167e-06,GIMAP8,protein_coding
ENSG00000171119,2.20512037,0.173768884,2.892433034,0.088996433,0.265255602,NRTN,protein_coding
ENSG00000171121,0.79921951,1.387502632,1.234491563,0.266535311,0.481623538,KCNMB3,protein_coding
ENSG00000171124,2.704361288,5.151205301,3.882573029,0.048789731,0.188023883,FUT3,protein_coding
ENSG00000171126,4.567647712,1.205003444,7.417788924,0.006458213,0.048559761,KCNG3,protein_coding
ENSG00000171130,0.362639115,4.233646087,0.300406381,0.583627768,0.75419383,ATP6V0E2,protein_coding
ENSG00000171132,-0.59883522,3.852026085,1.476693035,0.224292645,0.436224936,PRKCE,protein_coding
ENSG00000171133,3.480536224,-4.438395419,2.007663322,0.156506212,0.360030501,OR2K2,protein_coding
ENSG00000171135,-0.298865333,5.675663748,0.43554063,0.509282694,0.699028658,JAGN1,protein_coding
ENSG00000171148,-0.516690665,6.531979999,1.149153808,0.283726357,0.498681869,TADA3,protein_coding
ENSG00000171150,-0.860020776,4.378036903,4.692416075,0.030296019,0.139579548,SOCS5,protein_coding
ENSG00000171155,0.414047749,5.022764849,0.997775286,0.317849423,0.534583388,C1GALT1C1,protein_coding
ENSG00000171159,0.405425538,4.420621887,0.630737597,0.427084887,0.63382596,C9orf16,protein_coding
ENSG00000171160,-1.481199859,2.522482423,8.824790723,0.002971655,0.027768854,MORN4,protein_coding
ENSG00000171161,0.725104816,4.432431661,2.560382568,0.109572065,0.297073738,ZNF672,protein_coding
ENSG00000171163,0.891928453,4.096883785,2.518815547,0.112495053,0.30096219,ZNF692,protein_coding
ENSG00000171169,-0.062022899,2.596071977,0.021195338,0.884248073,0.943817888,NAIF1,protein_coding
ENSG00000171174,0.362239992,2.486848805,0.291332117,0.589368141,0.758139391,RBKS,protein_coding
ENSG00000171189,0.13046722,-0.888867231,0.017535805,0.89464986,0.949482939,GRIK1,protein_coding
ENSG00000171202,0.350561224,3.804268282,0.305350516,0.580547409,0.752714733,TMEM126A,protein_coding
ENSG00000171204,0.068640324,7.25853238,0.02107758,0.884567811,0.944040411,TMEM126B,protein_coding
ENSG00000171206,-0.854470956,5.377066748,4.218361208,0.039988765,0.16568749,TRIM8,protein_coding
ENSG00000171208,5.176162233,5.758558479,44.28209728,2.84304396625509e-11,2.83870555500788e-09,NETO2,protein_coding
ENSG00000171209,1.448776755,-4.967642353,0.868183752,0.351458614,0.567701758,CSN3,protein_coding
ENSG00000171217,-1.201831901,-1.897645522,1.336948521,0.24757282,0.461255059,CLDN20,protein_coding
ENSG00000171219,4.51602917,4.664826883,31.61384059,1.88084287833811e-08,9.67250184574113e-07,CDC42BPG,protein_coding
ENSG00000171222,0.663609548,5.992917834,0.601239558,0.438105469,0.643473946,SCAND1,protein_coding
ENSG00000171223,-1.365658256,7.004694485,6.24227451,0.012473618,0.077401367,JUNB,protein_coding
ENSG00000171224,1.407702951,3.101011877,5.646008983,0.017495146,0.098287948,FAM241B,protein_coding
ENSG00000171227,-0.133213558,2.816935474,0.026061335,0.871750618,0.936753442,TMEM37,protein_coding
ENSG00000171234,-2.259357918,1.525905687,1.131242399,0.287510488,0.503118814,UGT2B7,protein_coding
ENSG00000171236,0.517130796,3.55677881,0.20271648,0.652537059,0.801133203,LRG1,protein_coding
ENSG00000171241,5.120130934,4.496344333,50.93467089,9.54918633078553e-13,1.44456945284791e-10,SHCBP1,protein_coding
ENSG00000171243,7.37649968,6.510232647,4.659488284,0.030882394,0.141223236,SOSTDC1,protein_coding
ENSG00000171246,2.073236562,2.667986925,0.702158298,0.402059424,0.612803363,NPTX1,protein_coding
ENSG00000171262,0.218045935,8.130058832,0.276243219,0.599174183,0.76623435,FAM98B,protein_coding
ENSG00000171291,-1.779394964,0.714391821,9.563581371,0.001984755,0.020509804,ZNF439,protein_coding
ENSG00000171295,1.401234317,3.687517365,2.174914445,0.140277317,0.340350953,ZNF440,protein_coding
ENSG00000171298,0.337248493,5.721784377,0.332283971,0.564317288,0.741738239,GAA,protein_coding
ENSG00000171302,0.513004915,5.270556129,1.274628861,0.258900102,0.473357605,CANT1,protein_coding
ENSG00000171303,-1.327925262,1.44178999,1.260395055,0.261576325,0.476216951,KCNK3,protein_coding
ENSG00000171307,0.374519131,4.675166637,0.779325893,0.377347385,0.590956272,ZDHHC16,protein_coding
ENSG00000171310,-0.245279402,5.312004298,0.121999991,0.72687538,0.848172967,CHST11,protein_coding
ENSG00000171311,0.309688367,5.224019475,0.512442243,0.474083535,0.672423713,EXOSC1,protein_coding
ENSG00000171314,0.742648575,5.415579132,1.877220364,0.170650408,0.376666037,PGAM1,protein_coding
ENSG00000171316,1.713427372,5.03765784,7.132509957,0.007569869,0.054570131,CHD7,protein_coding
ENSG00000171320,6.066304786,3.67370627,49.95660334,1.5718420356312e-12,2.22759714846849e-10,ESCO2,protein_coding
ENSG00000171345,2.875555296,9.573484896,8.372107027,0.003810236,0.033081928,KRT19,protein_coding
ENSG00000171346,8.168394835,9.161934621,10.57033311,0.00114917,0.013427215,KRT15,protein_coding
ENSG00000171357,-1.133022729,-0.618919741,1.501436186,0.220450514,0.431788717,LURAP1,protein_coding
ENSG00000171360,6.746591673,-2.267179387,3.33730593,0.067725413,0.227037413,KRT38,protein_coding
ENSG00000171365,-0.129814013,3.422963771,0.060539593,0.805645115,0.897555195,CLCN5,protein_coding
ENSG00000171368,-0.324666367,2.398470291,0.106695511,0.743938077,0.859310484,TPPP,protein_coding
ENSG00000171385,-1.971584203,3.388757293,5.806517833,0.01596688,0.092135538,KCND3,protein_coding
ENSG00000171388,3.483268781,2.348120495,5.251416807,0.021928909,0.114262916,APLN,protein_coding
ENSG00000171401,8.660241404,10.2850525,6.787097287,0.009181909,0.062665611,KRT13,protein_coding
ENSG00000171403,4.463944679,0.96309516,6.525248504,0.010635369,0.069265036,KRT9,protein_coding
ENSG00000171405,6.185546816,-2.740575375,1.537696606,0.214960987,0.425572559,XAGE5,protein_coding
ENSG00000171408,-3.383389971,2.025168146,21.67126802,3.23602091113954e-06,9.35313450002577e-05,PDE7B,protein_coding
ENSG00000171421,0.929233819,4.362025354,3.212923609,0.073058831,0.237277244,MRPL36,protein_coding
ENSG00000171425,-0.115464201,3.000634223,0.06180332,0.803668093,0.896307589,ZNF581,protein_coding
ENSG00000171428,1.79882754,2.750881476,3.450054331,0.063249691,0.218388443,NAT1,protein_coding
ENSG00000171431,4.676392163,-2.432702182,3.55932755,0.059211721,0.210878757,KRT20,protein_coding
ENSG00000171433,2.740196694,-0.124955022,1.909629718,0.167004396,0.372483777,GLOD5,protein_coding
ENSG00000171435,5.188990003,1.038244875,7.892210556,0.004964815,0.040252855,KSR2,protein_coding
ENSG00000171443,0.311827069,3.059955199,0.329250321,0.56610086,0.742780944,ZNF524,protein_coding
ENSG00000171444,-0.289216504,4.983387219,0.151278637,0.69731643,0.829288362,MCC,protein_coding
ENSG00000171446,3.572527626,1.20209013,0.917706862,0.338077797,0.554056941,KRT27,protein_coding
ENSG00000171448,-0.547601831,3.129010895,1.878490781,0.170505779,0.376557575,ZBTB26,protein_coding
ENSG00000171450,4.915971864,-3.678877398,3.031446125,0.0816652,0.252660955,CDK5R2,protein_coding
ENSG00000171451,-1.822126574,1.277263229,5.479682477,0.019238753,0.104582399,DSEL,protein_coding
ENSG00000171453,0.811302198,5.043537078,2.427153022,0.1192493,0.311324325,POLR1C,protein_coding
ENSG00000171456,-0.2474841,6.337560078,0.311709476,0.576633072,0.750083807,ASXL1,protein_coding
ENSG00000171462,3.126483562,1.982043936,6.057441087,0.01384782,0.083600706,DLK2,protein_coding
ENSG00000171466,1.036708646,4.623347584,4.398615214,0.035968125,0.155072183,ZNF562,protein_coding
ENSG00000171467,0.302194463,5.587986219,0.318306781,0.572626989,0.747167796,ZNF318,protein_coding
ENSG00000171469,-0.327940307,5.077987539,0.519176803,0.471193046,0.670085537,ZNF561,protein_coding
ENSG00000171475,0.485406211,6.677938123,0.795072812,0.372570613,0.586801237,WIPF2,protein_coding
ENSG00000171476,0.7304408,4.489499764,0.742659589,0.388810247,0.601303393,HOPX,protein_coding
ENSG00000171483,3.098883423,-4.581587767,2.419586505,0.119826556,0.312131635,SSX6P,transcribed_unprocessed_pseudogene
ENSG00000171487,2.470026154,-4.768865767,1.3653181,0.242617931,0.455452889,NLRP5,protein_coding
ENSG00000171488,-0.458031704,4.293940383,0.651477459,0.419584944,0.627953153,LRRC8C,protein_coding
ENSG00000171490,-0.345455953,7.371640726,0.451408957,0.501666621,0.693845937,RSL1D1,protein_coding
ENSG00000171492,1.398863416,5.664998175,5.452764322,0.019537389,0.105501899,LRRC8D,protein_coding
ENSG00000171495,2.857213482,-2.857217472,0.449274738,0.502679571,0.694562169,MROH2B,protein_coding
ENSG00000171496,-2.031654434,-1.569096341,5.719999585,0.016772734,0.095577619,OR1L8,protein_coding
ENSG00000171497,0.40142925,4.473009353,0.560705574,0.453976096,0.655120447,PPID,protein_coding
ENSG00000171501,7.731037748,-1.379958692,2.048623905,0.152343832,0.355262751,OR1N2,protein_coding
ENSG00000171502,0.178954453,0.34893764,0.035438657,0.85067944,0.924774465,COL24A1,protein_coding
ENSG00000171503,-0.090206328,3.754307755,0.028764802,0.865323234,0.933019298,ETFDH,protein_coding
ENSG00000171509,-2.358615908,2.99833936,12.97633145,0.000315453,0.004753131,RXFP1,protein_coding
ENSG00000171517,3.961048296,4.436330746,7.630400782,0.005739255,0.044570531,LPAR3,protein_coding
ENSG00000171522,0.116827474,3.693602418,0.0243027,0.87611718,0.939083045,PTGER4,protein_coding
ENSG00000171530,0.037505756,6.746773807,0.005389168,0.941479105,0.972795313,TBCA,protein_coding
ENSG00000171532,8.426619603,2.386810125,1.634643658,0.201061967,0.410765871,NEUROD2,protein_coding
ENSG00000171533,-4.266219953,1.802206136,43.52956593,4.17602098665999e-11,3.96373991983811e-09,MAP6,protein_coding
ENSG00000171540,2.67928492,-3.895690561,1.998364128,0.157469077,0.361143438,OTP,protein_coding
ENSG00000171551,0.881954482,0.018465057,0.420353256,0.516760829,0.704112794,ECEL1,protein_coding
ENSG00000171552,0.730257843,6.026490992,0.931839379,0.334385419,0.550206249,BCL2L1,protein_coding
ENSG00000171557,11.88690284,2.675474054,5.120023774,0.023651293,0.119689618,FGG,protein_coding
ENSG00000171560,-0.209478472,0.171453593,0.005079281,0.943183609,0.97367323,FGA,protein_coding
ENSG00000171564,1.5692246,0.334893542,0.273247858,0.601161356,0.767601756,FGB,protein_coding
ENSG00000171566,0.187641239,5.601671232,0.192131466,0.661148506,0.806965392,PLRG1,protein_coding
ENSG00000171574,-0.058839283,2.986222016,0.016244425,0.898581381,0.951455489,ZNF584,protein_coding
ENSG00000171587,4.194223646,-0.323128149,1.881949386,0.170112753,0.376013619,DSCAM,protein_coding
ENSG00000171595,-2.056375885,-4.382683657,2.519472949,0.112448162,0.300935862,DNAI2,protein_coding
ENSG00000171596,-0.844667127,-1.697460096,0.665891807,0.414487587,0.623495244,NMUR1,protein_coding
ENSG00000171603,0.219251122,9.163212678,0.188697328,0.664003039,0.808609157,CLSTN1,protein_coding
ENSG00000171604,-0.147254603,4.177597055,0.048491887,0.825708595,0.909258082,CXXC5,protein_coding
ENSG00000171606,0.082870648,4.102136625,0.022247051,0.881431758,0.942218042,ZNF274,protein_coding
ENSG00000171608,0.408326271,3.507253524,0.393157393,0.530644394,0.7146132,PIK3CD,protein_coding
ENSG00000171611,2.179980677,-3.366380405,1.720461322,0.189633674,0.398102557,PTCRA,protein_coding
ENSG00000171612,0.741389149,3.952479525,1.466064568,0.225967644,0.438240711,SLC25A33,protein_coding
ENSG00000171617,1.450685287,5.162746296,3.157204775,0.075592513,0.24208024,ENC1,protein_coding
ENSG00000171621,-1.141797076,4.733147296,3.442187293,0.063551506,0.21900487,SPSB1,protein_coding
ENSG00000171631,2.795077798,3.175386812,5.653832847,0.017417262,0.097957767,P2RY6,protein_coding
ENSG00000171634,-0.096962998,5.71335093,0.049787502,0.823433449,0.907841674,BPTF,protein_coding
ENSG00000171643,0.176325352,-1.233554872,0.033549991,0.854667326,0.926783649,S100Z,protein_coding
ENSG00000171649,-2.757957343,0.518369384,33.25985221,8.06302104466404e-09,4.61754350440509e-07,ZIK1,protein_coding
ENSG00000171657,2.155533102,2.410848738,3.370956734,0.066355211,0.22456496,GPR82,protein_coding
ENSG00000171658,10.47372019,3.921757965,10.95617134,0.000932924,0.011398572,NMRAL2P,transcribed_unprocessed_pseudogene
ENSG00000171659,-0.317885027,4.045070551,0.196803965,0.657313056,0.80432709,GPR34,protein_coding
ENSG00000171680,1.078841407,4.084794254,2.960885224,0.085301228,0.258956071,PLEKHG5,protein_coding
ENSG00000171681,0.214183093,5.703118004,0.240328244,0.62396914,0.781594353,ATF7IP,protein_coding
ENSG00000171695,6.732002439,-2.279837973,4.370215028,0.036572377,0.156470316,LKAAEAR1,protein_coding
ENSG00000171700,1.260330984,2.816019608,5.387294122,0.020283901,0.108165565,RGS19,protein_coding
ENSG00000171703,-1.5825417,3.545773771,10.34101247,0.001301066,0.014824635,TCEA2,protein_coding
ENSG00000171714,-2.645709536,2.956498226,9.099903841,0.002556229,0.024853532,ANO5,protein_coding
